Date,Close
2017-07-14,6312.47021484375
2017-07-17,6314.43017578125
2017-07-18,6344.31005859375
2017-07-19,6385.0400390625
2017-07-20,6390.0
2017-07-21,6387.75
2017-07-24,6410.81005859375
2017-07-25,6412.169921875
2017-07-26,6422.75
2017-07-27,6382.18994140625
2017-07-28,6374.68017578125
2017-07-31,6348.1201171875
2017-08-01,6362.93994140625
2017-08-02,6362.64990234375
2017-08-03,6340.33984375
2017-08-04,6351.56005859375
2017-08-07,6383.77001953125
2017-08-08,6370.4599609375
2017-08-09,6352.330078125
2017-08-10,6216.8701171875
2017-08-11,6256.56005859375
2017-08-14,6340.22998046875
2017-08-15,6333.009765625
2017-08-16,6345.10986328125
2017-08-17,6221.91015625
2017-08-18,6216.52978515625
2017-08-21,6213.1298828125
2017-08-22,6297.47998046875
2017-08-23,6278.41015625
2017-08-24,6271.330078125
2017-08-25,6265.64013671875
2017-08-28,6283.02001953125
2017-08-29,6301.89013671875
2017-08-30,6368.31005859375
2017-08-31,6428.66015625
2017-09-01,6435.330078125
2017-09-05,6375.56982421875
2017-09-06,6393.31005859375
2017-09-07,6397.8701171875
2017-09-08,6360.18994140625
2017-09-11,6432.259765625
2017-09-12,6454.27978515625
2017-09-13,6460.18994140625
2017-09-14,6429.080078125
2017-09-15,6448.47021484375
2017-09-18,6454.64013671875
2017-09-19,6461.31982421875
2017-09-20,6456.0400390625
2017-09-21,6422.68994140625
2017-09-22,6426.919921875
2017-09-25,6370.58984375
2017-09-26,6380.16015625
2017-09-27,6453.259765625
2017-09-28,6453.4501953125
2017-09-29,6495.9599609375
2017-10-02,6516.72021484375
2017-10-03,6531.7099609375
2017-10-04,6534.6298828125
2017-10-05,6585.35986328125
2017-10-06,6590.18017578125
2017-10-09,6579.72998046875
2017-10-10,6587.25
2017-10-11,6603.5498046875
2017-10-12,6591.509765625
2017-10-13,6605.7998046875
2017-10-16,6624.0
2017-10-17,6623.66015625
2017-10-18,6624.22021484375
2017-10-19,6605.06982421875
2017-10-20,6629.0498046875
2017-10-23,6586.830078125
2017-10-24,6598.43017578125
2017-10-25,6563.89013671875
2017-10-26,6556.77001953125
2017-10-27,6701.259765625
2017-10-30,6698.9599609375
2017-10-31,6727.669921875
2017-11-01,6716.52978515625
2017-11-02,6714.93994140625
2017-11-03,6764.43994140625
2017-11-06,6786.43994140625
2017-11-07,6767.77978515625
2017-11-08,6789.1201171875
2017-11-09,6750.0498046875
2017-11-10,6750.93994140625
2017-11-13,6757.60009765625
2017-11-14,6737.8701171875
2017-11-15,6706.2099609375
2017-11-16,6793.2900390625
2017-11-17,6782.7900390625
2017-11-20,6790.7099609375
2017-11-21,6862.47998046875
2017-11-22,6867.35986328125
2017-11-24,6889.16015625
2017-11-27,6878.52001953125
2017-11-28,6912.35986328125
2017-11-29,6824.39013671875
2017-11-30,6873.97021484375
2017-12-01,6847.58984375
2017-12-04,6775.3701171875
2017-12-05,6762.2099609375
2017-12-06,6776.3798828125
2017-12-07,6812.83984375
2017-12-08,6840.080078125
2017-12-11,6875.080078125
2017-12-12,6862.31982421875
2017-12-13,6875.7998046875
2017-12-14,6856.52978515625
2017-12-15,6936.580078125
2017-12-18,6994.759765625
2017-12-19,6963.85009765625
2017-12-20,6960.9599609375
2017-12-21,6965.35986328125
2017-12-22,6959.9599609375
2017-12-26,6936.25
2017-12-27,6939.33984375
2017-12-28,6950.16015625
2017-12-29,6903.39013671875
2018-01-02,7006.89990234375
2018-01-03,7065.52978515625
2018-01-04,7077.91015625
2018-01-05,7136.56005859375
2018-01-08,7157.39013671875
2018-01-09,7163.580078125
2018-01-10,7153.56982421875
2018-01-11,7211.77978515625
2018-01-12,7261.06005859375
2018-01-16,7223.68994140625
2018-01-17,7298.27978515625
2018-01-18,7296.0498046875
2018-01-19,7336.3798828125
2018-01-22,7408.02978515625
2018-01-23,7460.2900390625
2018-01-24,7415.06005859375
2018-01-25,7411.16015625
2018-01-26,7505.77001953125
2018-01-29,7466.509765625
2018-01-30,7402.47998046875
2018-01-31,7411.47998046875
2018-02-01,7385.85986328125
2018-02-02,7240.9501953125
2018-02-05,6967.52978515625
2018-02-06,7115.8798828125
2018-02-07,7051.97998046875
2018-02-08,6777.16015625
2018-02-09,6874.490234375
2018-02-12,6981.9599609375
2018-02-13,7013.509765625
2018-02-14,7143.6201171875
2018-02-15,7256.43017578125
2018-02-16,7239.47021484375
2018-02-20,7234.31005859375
2018-02-21,7218.22998046875
2018-02-22,7210.08984375
2018-02-23,7337.39013671875
2018-02-26,7421.4599609375
2018-02-27,7330.35009765625
2018-02-28,7273.009765625
2018-03-01,7180.56005859375
2018-03-02,7257.8701171875
2018-03-05,7330.7099609375
2018-03-06,7372.009765625
2018-03-07,7396.64990234375
2018-03-08,7427.9501953125
2018-03-09,7560.81005859375
2018-03-12,7588.31982421875
2018-03-13,7511.009765625
2018-03-14,7496.81005859375
2018-03-15,7481.740234375
2018-03-16,7481.990234375
2018-03-19,7344.240234375
2018-03-20,7364.2998046875
2018-03-21,7345.2900390625
2018-03-22,7166.68017578125
2018-03-23,6992.669921875
2018-03-26,7220.5400390625
2018-03-27,7008.81005859375
2018-03-28,6949.22998046875
2018-03-29,7063.4501953125
2018-04-02,6870.1201171875
2018-04-03,6941.27978515625
2018-04-04,7042.10986328125
2018-04-05,7076.5498046875
2018-04-06,6915.10986328125
2018-04-09,6950.33984375
2018-04-10,7094.2998046875
2018-04-11,7069.02978515625
2018-04-12,7140.25
2018-04-13,7106.64990234375
2018-04-16,7156.27978515625
2018-04-17,7281.10009765625
2018-04-18,7295.240234375
2018-04-19,7238.06005859375
2018-04-20,7146.1298828125
2018-04-23,7128.60009765625
2018-04-24,7007.35009765625
2018-04-25,7003.740234375
2018-04-26,7118.68017578125
2018-04-27,7119.7998046875
2018-04-30,7066.27001953125
2018-05-01,7130.7001953125
2018-05-02,7100.89990234375
2018-05-03,7088.14990234375
2018-05-04,7209.6201171875
2018-05-07,7265.2099609375
2018-05-08,7266.89990234375
2018-05-09,7339.91015625
2018-05-10,7404.97021484375
2018-05-11,7402.8798828125
2018-05-14,7411.31982421875
2018-05-15,7351.6298828125
2018-05-16,7398.2998046875
2018-05-17,7382.47021484375
2018-05-18,7354.33984375
2018-05-21,7394.0400390625
2018-05-22,7378.4599609375
2018-05-23,7425.9599609375
2018-05-24,7424.43017578125
2018-05-25,7433.85009765625
2018-05-29,7396.58984375
2018-05-30,7462.4501953125
2018-05-31,7442.1201171875
2018-06-01,7554.330078125
2018-06-04,7606.4599609375
2018-06-05,7637.85986328125
2018-06-06,7689.240234375
2018-06-07,7635.06982421875
2018-06-08,7645.509765625
2018-06-11,7659.93017578125
2018-06-12,7703.7900390625
2018-06-13,7695.7001953125
2018-06-14,7761.0400390625
2018-06-15,7746.3798828125
2018-06-18,7747.02978515625
2018-06-19,7725.58984375
2018-06-20,7781.509765625
2018-06-21,7712.9501953125
2018-06-22,7692.81982421875
2018-06-25,7532.009765625
2018-06-26,7561.6298828125
2018-06-27,7445.080078125
2018-06-28,7503.68017578125
2018-06-29,7510.2998046875
2018-07-02,7567.68994140625
2018-07-03,7502.669921875
2018-07-05,7586.43017578125
2018-07-06,7688.39013671875
2018-07-09,7756.2001953125
2018-07-10,7759.2001953125
2018-07-11,7716.60986328125
2018-07-12,7823.919921875
2018-07-13,7825.97998046875
2018-07-16,7805.72021484375
2018-07-17,7855.1201171875
2018-07-18,7854.43994140625
2018-07-19,7825.2998046875
2018-07-20,7820.2001953125
2018-07-23,7841.8701171875
2018-07-24,7840.77001953125
2018-07-25,7932.240234375
2018-07-26,7852.18017578125
2018-07-27,7737.419921875
2018-07-30,7630.0
2018-07-31,7671.7900390625
2018-08-01,7707.2900390625
2018-08-02,7802.68994140625
2018-08-03,7812.009765625
2018-08-06,7859.68017578125
2018-08-07,7883.66015625
2018-08-08,7888.330078125
2018-08-09,7891.77978515625
2018-08-10,7839.10986328125
2018-08-13,7819.7099609375
2018-08-14,7870.89013671875
2018-08-15,7774.1201171875
2018-08-16,7806.52001953125
2018-08-17,7816.330078125
2018-08-20,7821.009765625
2018-08-21,7859.169921875
2018-08-22,7889.10009765625
2018-08-23,7878.4599609375
2018-08-24,7945.97998046875
2018-08-27,8017.89990234375
2018-08-28,8030.0400390625
2018-08-29,8109.68994140625
2018-08-30,8088.35986328125
2018-08-31,8109.5400390625
2018-09-04,8091.25
2018-09-05,7995.169921875
2018-09-06,7922.72998046875
2018-09-07,7902.5400390625
2018-09-10,7924.16015625
2018-09-11,7972.47021484375
2018-09-12,7954.22998046875
2018-09-13,8013.7099609375
2018-09-14,8010.0400390625
2018-09-17,7895.7900390625
2018-09-18,7956.10986328125
2018-09-19,7950.0400390625
2018-09-20,8028.22998046875
2018-09-21,7986.9599609375
2018-09-24,7993.25
2018-09-25,8007.47021484375
2018-09-26,7990.3701171875
2018-09-27,8041.97021484375
2018-09-28,8046.35009765625
2018-10-01,8037.2998046875
2018-10-02,7999.5498046875
2018-10-03,8025.08984375
2018-10-04,7879.509765625
2018-10-05,7788.4501953125
2018-10-08,7735.9501953125
2018-10-09,7738.02001953125
2018-10-10,7422.0498046875
2018-10-11,7329.06005859375
2018-10-12,7496.89013671875
2018-10-15,7430.740234375
2018-10-16,7645.490234375
2018-10-17,7642.7001953125
2018-10-18,7485.14013671875
2018-10-19,7449.02978515625
2018-10-22,7468.6298828125
2018-10-23,7437.5400390625
2018-10-24,7108.39990234375
2018-10-25,7318.33984375
2018-10-26,7167.2099609375
2018-10-29,7050.2900390625
2018-10-30,7161.64990234375
2018-10-31,7305.89990234375
2018-11-01,7434.06005859375
2018-11-02,7356.990234375
2018-11-05,7328.85009765625
2018-11-06,7375.9599609375
2018-11-07,7570.75
2018-11-08,7530.8798828125
2018-11-09,7406.89990234375
2018-11-12,7200.8701171875
2018-11-13,7200.8701171875
2018-11-14,7136.39013671875
2018-11-15,7259.02978515625
2018-11-16,7247.8701171875
2018-11-19,7028.47998046875
2018-11-20,6908.81982421875
2018-11-21,6972.25
2018-11-23,6938.97998046875
2018-11-26,7081.85009765625
2018-11-27,7082.7001953125
2018-11-28,7291.58984375
2018-11-29,7273.080078125
2018-11-30,7330.5400390625
2018-12-03,7441.509765625
2018-12-04,7158.43017578125
2018-12-06,7188.259765625
2018-12-07,6969.25
2018-12-10,7020.52001953125
2018-12-11,7031.830078125
2018-12-12,7098.31005859375
2018-12-13,7070.330078125
2018-12-14,6910.66015625
2018-12-17,6753.72998046875
2018-12-18,6783.91015625
2018-12-19,6636.830078125
2018-12-20,6528.41015625
2018-12-21,6332.990234375
2018-12-24,6192.919921875
2018-12-26,6554.35986328125
2018-12-27,6579.490234375
2018-12-28,6584.52001953125
2018-12-31,6635.27978515625
2019-01-02,6665.93994140625
2019-01-03,6463.5
2019-01-04,6738.85986328125
2019-01-07,6823.47021484375
2019-01-08,6897.0
2019-01-09,6957.080078125
2019-01-10,6986.06982421875
2019-01-11,6971.47998046875
2019-01-14,6905.919921875
2019-01-15,7023.830078125
2019-01-16,7034.68994140625
2019-01-17,7084.4599609375
2019-01-18,7157.22998046875
2019-01-22,7020.35986328125
2019-01-23,7025.77001953125
2019-01-24,7073.4599609375
2019-01-25,7164.85986328125
2019-01-28,7085.68017578125
2019-01-29,7028.2900390625
2019-01-30,7183.080078125
2019-01-31,7281.740234375
2019-02-01,7263.8701171875
2019-02-04,7347.5400390625
2019-02-05,7402.080078125
2019-02-06,7375.27978515625
2019-02-07,7288.35009765625
2019-02-08,7298.2001953125
2019-02-11,7307.89990234375
2019-02-12,7414.6201171875
2019-02-13,7420.3798828125
2019-02-14,7426.9501953125
2019-02-15,7472.41015625
2019-02-19,7486.77001953125
2019-02-20,7489.06982421875
2019-02-21,7459.7099609375
2019-02-22,7527.5400390625
2019-02-25,7554.4599609375
2019-02-26,7549.2998046875
2019-02-27,7554.509765625
2019-02-28,7532.52978515625
2019-03-01,7595.35009765625
2019-03-04,7577.56982421875
2019-03-05,7576.35986328125
2019-03-06,7505.919921875
2019-03-07,7421.4599609375
2019-03-08,7408.14013671875
2019-03-11,7558.06005859375
2019-03-12,7591.02978515625
2019-03-13,7643.41015625
2019-03-14,7630.91015625
2019-03-15,7688.52978515625
2019-03-18,7714.47998046875
2019-03-19,7723.9501953125
2019-03-20,7728.97021484375
2019-03-21,7838.9599609375
2019-03-22,7642.669921875
2019-03-25,7637.5400390625
2019-03-26,7691.52001953125
2019-03-27,7643.3798828125
2019-03-28,7669.169921875
2019-03-29,7729.31982421875
2019-04-01,7828.91015625
2019-04-02,7848.68994140625
2019-04-03,7895.5498046875
2019-04-04,7891.77978515625
2019-04-05,7938.68994140625
2019-04-08,7953.8798828125
2019-04-09,7909.27978515625
2019-04-10,7964.240234375
2019-04-11,7947.35986328125
2019-04-12,7984.16015625
2019-04-15,7976.009765625
2019-04-16,8000.22998046875
2019-04-17,7996.080078125
2019-04-18,7998.06005859375
2019-04-22,8015.27001953125
2019-04-23,8120.81982421875
2019-04-24,8102.009765625
2019-04-25,8118.68017578125
2019-04-26,8146.39990234375
2019-04-29,8161.85009765625
2019-04-30,8095.39013671875
2019-05-01,8049.64013671875
2019-05-02,8036.77001953125
2019-05-03,8164.0
2019-05-06,8123.2900390625
2019-05-07,7963.759765625
2019-05-08,7943.31982421875
2019-05-09,7910.58984375
2019-05-10,7916.93994140625
2019-05-13,7647.02001953125
2019-05-14,7734.490234375
2019-05-15,7822.14990234375
2019-05-16,7898.0498046875
2019-05-17,7816.27978515625
2019-05-20,7702.3798828125
2019-05-21,7785.72021484375
2019-05-22,7750.83984375
2019-05-23,7628.27978515625
2019-05-24,7637.009765625
2019-05-28,7607.35009765625
2019-05-29,7547.31005859375
2019-05-30,7567.72021484375
2019-05-31,7453.14990234375
2019-06-03,7333.02001953125
2019-06-04,7527.1201171875
2019-06-05,7575.47998046875
2019-06-06,7615.5498046875
2019-06-07,7742.10009765625
2019-06-10,7823.169921875
2019-06-11,7822.56982421875
2019-06-12,7792.72021484375
2019-06-13,7837.1298828125
2019-06-14,7796.66015625
2019-06-17,7845.02001953125
2019-06-18,7953.8798828125
2019-06-19,7987.31982421875
2019-06-20,8051.33984375
2019-06-21,8031.7099609375
2019-06-24,8005.7001953125
2019-06-25,7884.72021484375
2019-06-26,7909.97021484375
2019-06-27,7967.759765625
2019-06-28,8006.240234375
2019-07-01,8091.16015625
2019-07-02,8109.08984375
2019-07-03,8170.22998046875
2019-07-05,8161.7900390625
2019-07-08,8098.3798828125
2019-07-09,8141.72998046875
2019-07-10,8202.5302734375
2019-07-11,8196.0400390625
2019-07-12,8244.1396484375
2019-07-15,8258.1904296875
2019-07-16,8222.7998046875
2019-07-17,8185.2099609375
2019-07-18,8207.240234375
2019-07-19,8146.490234375
2019-07-22,8204.1396484375
2019-07-23,8251.400390625
2019-07-24,8321.5
2019-07-25,8238.5400390625
2019-07-26,8330.2099609375
2019-07-29,8293.330078125
2019-07-30,8273.6103515625
2019-07-31,8175.419921875
2019-08-01,8111.1201171875
2019-08-02,8004.06982421875
2019-08-05,7726.0400390625
2019-08-06,7833.27001953125
2019-08-07,7862.830078125
2019-08-08,8039.16015625
2019-08-09,7959.14013671875
2019-08-12,7863.41015625
2019-08-13,8016.35986328125
2019-08-14,7773.93994140625
2019-08-15,7766.6201171875
2019-08-16,7895.990234375
2019-08-19,8002.81005859375
2019-08-20,7948.56005859375
2019-08-21,8020.2099609375
2019-08-22,7991.39013671875
2019-08-23,7751.77001953125
2019-08-26,7853.740234375
2019-08-27,7826.9501953125
2019-08-28,7856.8798828125
2019-08-29,7973.39013671875
2019-08-30,7962.8798828125
2019-09-03,7874.16015625
2019-09-04,7976.8798828125
2019-09-05,8116.830078125
2019-09-06,8103.06982421875
2019-09-09,8087.43994140625
2019-09-10,8084.16015625
2019-09-11,8169.68017578125
2019-09-12,8194.4697265625
2019-09-13,8176.7099609375
2019-09-16,8153.5400390625
2019-09-17,8186.02001953125
2019-09-18,8177.39013671875
2019-09-19,8182.8798828125
2019-09-20,8117.669921875
2019-09-23,8112.4599609375
2019-09-24,7993.6298828125
2019-09-25,8077.3798828125
2019-09-26,8030.66015625
2019-09-27,7939.6298828125
2019-09-30,7999.33984375
2019-10-01,7908.68017578125
2019-10-02,7785.25
2019-10-03,7872.259765625
2019-10-04,7982.47021484375
2019-10-07,7956.2900390625
2019-10-08,7823.77978515625
2019-10-09,7903.740234375
2019-10-10,7950.77978515625
2019-10-11,8057.0400390625
2019-10-14,8048.64990234375
2019-10-15,8148.7099609375
2019-10-16,8124.18017578125
2019-10-17,8156.85009765625
2019-10-18,8089.5400390625
2019-10-21,8162.990234375
2019-10-22,8104.2998046875
2019-10-23,8119.7900390625
2019-10-24,8185.7998046875
2019-10-25,8243.1201171875
2019-10-28,8325.990234375
2019-10-29,8276.849609375
2019-10-30,8303.98046875
2019-10-31,8292.3603515625
2019-11-01,8386.400390625
2019-11-04,8433.2001953125
2019-11-05,8434.6796875
2019-11-06,8410.6298828125
2019-11-07,8434.51953125
2019-11-08,8475.3095703125
2019-11-11,8464.2802734375
2019-11-12,8486.08984375
2019-11-13,8482.099609375
2019-11-14,8479.01953125
2019-11-15,8540.830078125
2019-11-18,8549.9404296875
2019-11-19,8570.66015625
2019-11-20,8526.73046875
2019-11-21,8506.2099609375
2019-11-22,8519.8798828125
2019-11-25,8632.490234375
2019-11-26,8647.9296875
2019-11-27,8705.1796875
2019-11-29,8665.4697265625
2019-12-02,8567.990234375
2019-12-03,8520.6396484375
2019-12-04,8566.669921875
2019-12-05,8570.7001953125
2019-12-06,8656.5302734375
2019-12-09,8621.830078125
2019-12-10,8616.1796875
2019-12-11,8654.0498046875
2019-12-12,8717.3203125
2019-12-13,8734.8798828125
2019-12-16,8814.23046875
2019-12-17,8823.3603515625
2019-12-18,8827.740234375
2019-12-19,8887.2197265625
2019-12-20,8924.9599609375
2019-12-23,8945.650390625
2019-12-24,8952.8798828125
2019-12-26,9022.3896484375
2019-12-27,9006.6201171875
2019-12-30,8945.990234375
2019-12-31,8972.599609375
2020-01-02,9092.1904296875
2020-01-03,9020.76953125
2020-01-06,9071.4697265625
2020-01-07,9068.580078125
2020-01-08,9129.240234375
2020-01-09,9203.4296875
2020-01-10,9178.8603515625
2020-01-13,9273.9296875
2020-01-14,9251.330078125
2020-01-15,9258.7001953125
2020-01-16,9357.1298828125
2020-01-17,9388.9404296875
2020-01-21,9370.8095703125
2020-01-22,9383.76953125
2020-01-23,9402.48046875
2020-01-24,9314.91015625
2020-01-27,9139.3095703125
2020-01-28,9269.6796875
2020-01-29,9275.16015625
2020-01-30,9298.9296875
2020-01-31,9150.9404296875
2020-02-03,9273.400390625
2020-02-04,9467.9697265625
2020-02-05,9508.6796875
2020-02-06,9572.150390625
2020-02-07,9520.509765625
2020-02-10,9628.3896484375
2020-02-11,9638.9404296875
2020-02-12,9725.9599609375
2020-02-13,9711.9697265625
2020-02-14,9731.1796875
2020-02-18,9732.740234375
2020-02-19,9817.1796875
2020-02-20,9750.9697265625
2020-02-21,9576.58984375
2020-02-24,9221.2802734375
2020-02-25,8965.6103515625
2020-02-26,8980.7802734375
2020-02-27,8566.48046875
2020-02-28,8567.3701171875
2020-03-02,8952.169921875
2020-03-03,8684.08984375
2020-03-04,9018.08984375
2020-03-05,8738.58984375
2020-03-06,8575.6201171875
2020-03-09,7950.68017578125
2020-03-10,8344.25
2020-03-11,7952.0498046875
2020-03-12,7201.7998046875
2020-03-13,7874.8798828125
2020-03-16,6904.58984375
2020-03-17,7334.77978515625
2020-03-18,6989.83984375
2020-03-19,7150.580078125
2020-03-20,6879.52001953125
2020-03-23,6860.669921875
2020-03-24,7417.85986328125
2020-03-25,7384.2998046875
2020-03-26,7797.5400390625
2020-03-27,7502.3798828125
2020-03-30,7774.14990234375
2020-03-31,7700.10009765625
2020-04-01,7360.580078125
2020-04-02,7487.31005859375
2020-04-03,7373.080078125
2020-04-06,7913.240234375
2020-04-07,7887.259765625
2020-04-08,8090.89990234375
2020-04-09,8153.580078125
2020-04-13,8192.419921875
2020-04-14,8515.740234375
2020-04-15,8393.1796875
2020-04-16,8532.3603515625
2020-04-17,8650.1396484375
2020-04-20,8560.73046875
2020-04-21,8263.23046875
2020-04-22,8495.3798828125
2020-04-23,8494.75
2020-04-24,8634.51953125
2020-04-27,8730.16015625
2020-04-28,8607.73046875
2020-04-29,8914.7099609375
2020-04-30,8889.5498046875
2020-05-01,8604.9501953125
2020-05-04,8710.7099609375
2020-05-05,8809.1201171875
2020-05-06,8854.3896484375
2020-05-07,8979.66015625
2020-05-08,9121.3203125
2020-05-11,9192.33984375
2020-05-12,9002.5498046875
2020-05-13,8863.169921875
2020-05-14,8943.7197265625
2020-05-15,9014.5595703125
2020-05-18,9234.830078125
2020-05-19,9185.099609375
2020-05-20,9375.7802734375
2020-05-21,9284.8798828125
2020-05-22,9324.58984375
2020-05-26,9340.2197265625
2020-05-27,9412.3603515625
2020-05-28,9368.990234375
2020-05-29,9489.8701171875
2020-06-01,9552.0498046875
